emp_no,first_name,last_name,birthdate,gender,hire_date,dept_no,dept_name
253086,Shugo,Huxford,1954-08-04,F,1985-12-17,d004,Production
253094,Hugh,Syrotiuk,1953-09-30,M,1987-03-11,d007,Sales
253096,Taiji,Muhling,1954-05-22,M,1988-01-19,d009,Customer Service
253098,Faiza,Delgrande,1952-03-21,M,1986-02-27,d006,Quality Management
253099,Lobel,Atrawala,1953-10-26,F,1986-12-25,d004,Production
253100,Arunachalam,Lindqvist,1954-05-15,F,1987-08-14,d005,Development
253105,Susanta,Nollmann,1952-10-17,M,1987-06-09,d001,Marketing
253124,Samphel,Garnham,1952-03-28,M,1987-08-09,d004,Production
253125,Khalil,Percebois,1954-11-04,M,1986-03-13,d004,Production
253126,Alejandro,Birta,1952-08-14,M,1985-10-09,d007,Sales
253141,Arra,Chiodo,1954-02-10,F,1986-01-17,d009,Customer Service
253146,Gou,Pramanik,1955-06-30,M,1987-05-02,d001,Marketing
253165,Adin,Assaf,1954-06-21,M,1988-07-21,d004,Production
253165,Adin,Assaf,1954-06-21,M,1988-07-21,d006,Quality Management
253174,Hidekazu,Henders,1953-05-05,F,1986-09-23,d007,Sales
253176,Basant,Giaccio,1953-09-07,M,1988-03-23,d001,Marketing
253176,Basant,Giaccio,1953-09-07,M,1988-03-23,d009,Customer Service
253184,Mokhtar,Riexinger,1955-01-26,M,1985-03-24,d007,Sales
253190,Rosli,Kuszyk,1953-11-23,F,1985-09-21,d005,Development
253191,Ottavia,Jahnichen,1952-10-15,F,1988-06-13,d007,Sales
253212,Anneli,Jarecki,1954-06-01,M,1985-07-11,d008,Research
253217,Subhash,Honiden,1953-04-19,M,1985-03-24,d007,Sales
253234,Utz,Fioravanti,1954-05-21,F,1985-10-05,d005,Development
253249,Breannda,Tiemann,1954-12-25,M,1988-07-20,d007,Sales
253260,Isaac,Capobianchi,1954-01-08,F,1985-02-24,d008,Research
253266,Perry,Luft,1953-11-29,F,1985-09-22,d007,Sales
253272,Amalendu,Uehara,1955-09-18,M,1987-05-30,d007,Sales
253272,Amalendu,Uehara,1955-09-18,M,1987-05-30,d009,Customer Service
253294,DeForest,Cherinka,1953-06-26,F,1988-08-23,d005,Development
253323,Gilbert,Lieberherr,1955-07-17,F,1988-12-11,d004,Production
253324,Xiong,Vendrig,1952-08-13,M,1985-12-22,d003,Human Resources
253325,Kristine,Ushiama,1955-08-27,M,1986-09-24,d005,Development
253340,Val,Broder,1954-08-30,M,1987-01-25,d005,Development
253346,Parviz,Hedayat,1953-04-18,M,1988-06-08,d005,Development
253354,Takahito,Hofman,1955-08-01,M,1988-04-03,d007,Sales
253359,Gadiel,Terwilliger,1953-01-17,M,1985-07-30,d004,Production
253359,Gadiel,Terwilliger,1953-01-17,M,1985-07-30,d005,Development
253381,Berto,Henders,1953-09-30,M,1988-02-05,d003,Human Resources
253402,Guther,Pavlopoulou,1952-11-28,F,1986-10-31,d005,Development
253410,Teruyuki,Polupanov,1953-07-07,F,1985-04-08,d005,Development
253415,Tran,Schwaller,1953-02-01,F,1987-08-14,d005,Development
253417,Irene,Kalorkoti,1952-10-13,F,1986-10-12,d002,Finance
253417,Irene,Kalorkoti,1952-10-13,F,1986-10-12,d007,Sales
253445,Deniz,Maliniak,1952-10-22,F,1986-05-05,d004,Production
253448,Luigi,Hettesheimer,1955-04-06,M,1986-03-21,d005,Development
253457,Terresa,Stasinski,1955-04-08,F,1985-10-16,d005,Development
253462,Menkae,Sooriamurthi,1955-04-22,F,1986-01-13,d005,Development
253465,Rayond,Munke,1954-01-17,F,1986-12-14,d007,Sales
253469,Rafail,Zeleznik,1955-04-03,M,1987-04-22,d005,Development
253472,Gianluca,Kusakabe,1953-11-28,F,1985-06-26,d007,Sales
253473,Jamaludin,Crooks,1955-06-05,F,1987-06-06,d004,Production
253473,Jamaludin,Crooks,1955-06-05,F,1987-06-06,d006,Quality Management
253487,Henk,Pokrovskii,1954-03-06,M,1986-04-04,d004,Production
253492,Serge,Carrere,1953-09-11,F,1985-05-28,d005,Development
253492,Serge,Carrere,1953-09-11,F,1985-05-28,d008,Research
253501,Xinan,Gladwell,1954-12-12,M,1986-02-15,d005,Development
253501,Xinan,Gladwell,1954-12-12,M,1986-02-15,d009,Customer Service
253509,Karsten,Kaminger,1955-04-07,F,1986-04-11,d002,Finance
253509,Karsten,Kaminger,1955-04-07,F,1986-04-11,d007,Sales
253511,Qingxiang,Nitta,1955-07-25,F,1987-10-31,d004,Production
253514,Apostol,Cannane,1952-08-27,M,1985-05-09,d004,Production
253516,Taizo,Poujol,1952-08-19,M,1985-11-08,d004,Production
253539,Bingning,Varker,1954-04-27,M,1987-12-26,d004,Production
253549,Tze,Benantar,1955-04-05,M,1986-02-15,d001,Marketing
253562,Slavian,Sethi,1953-11-16,M,1985-09-25,d004,Production
253569,Shaowen,Gopalakrishnan,1955-09-17,M,1988-04-24,d008,Research
253571,Tomokazu,Deverell,1955-08-08,M,1987-02-06,d004,Production
253572,Sachem,Schoegge,1953-09-14,M,1986-12-14,d003,Human Resources
253579,Jeanna,Biron,1955-04-14,M,1987-04-21,d001,Marketing
253580,Duri,Suessmith,1955-01-23,F,1987-07-05,d005,Development
253625,Leif,Pavlopoulou,1954-01-31,F,1987-01-16,d007,Sales
253632,Pohua,Bresenham,1955-05-07,M,1987-07-12,d007,Sales
253634,Sakthirel,Bellone,1952-04-30,M,1986-03-17,d005,Development
253636,Yucel,Itschner,1955-03-13,F,1986-06-04,d007,Sales
253648,Tesuya,Millington,1955-12-09,M,1986-12-22,d007,Sales
253650,Remzi,Loncour,1955-01-23,F,1988-09-13,d004,Production
253650,Remzi,Loncour,1955-01-23,F,1988-09-13,d005,Development
253652,Jaewon,Hasham,1953-12-04,M,1986-11-12,d003,Human Resources
253657,Mrinalini,Selvestrel,1954-01-01,F,1985-03-19,d005,Development
253670,Sachin,Conte,1954-03-29,F,1988-07-03,d007,Sales
253679,Mingdong,Portugali,1955-12-27,M,1988-02-14,d002,Finance
253683,Shaunak,Egerstedt,1955-09-27,F,1986-05-02,d007,Sales
253697,Zeydy,Nitto,1955-06-06,F,1988-02-23,d005,Development
253700,Masasuke,Comyn,1954-02-14,M,1987-06-11,d008,Research
253704,Sven,Belinskaya,1952-02-13,M,1985-08-20,d004,Production
253704,Sven,Belinskaya,1952-02-13,M,1985-08-20,d008,Research
253714,Maria,Aseltine,1954-03-31,M,1986-06-10,d001,Marketing
253727,Fayez,Pargas,1954-03-07,M,1988-05-23,d005,Development
253729,Ziyad,Rusterholz,1954-05-18,M,1986-06-22,d004,Production
253733,Jiang,Rissland,1955-05-30,M,1987-07-09,d007,Sales
253745,Krassimir,Adachi,1954-09-09,M,1988-09-02,d004,Production
253758,Jouni,Calkin,1955-04-21,M,1985-04-19,d005,Development
253758,Jouni,Calkin,1955-04-21,M,1985-04-19,d008,Research
253777,Kien,Ravishankar,1953-11-18,F,1987-03-12,d003,Human Resources
253785,Eckart,Smailagic,1955-03-05,M,1987-02-16,d007,Sales
253797,Martien,Fabrizio,1952-07-08,F,1988-01-20,d009,Customer Service
253805,Malu,Fargier,1955-01-12,F,1985-02-10,d005,Development
253820,Jeong,Conry,1955-04-29,F,1987-07-29,d005,Development
253823,Gaurav,Casley,1952-06-20,M,1985-10-24,d004,Production
253823,Gaurav,Casley,1952-06-20,M,1985-10-24,d005,Development
253827,Iara,Khasidashvili,1953-07-04,F,1987-09-14,d001,Marketing
253828,Shem,Lubachevsky,1955-10-08,M,1988-02-29,d008,Research
253830,Luerbio,Pintelas,1952-12-07,M,1987-12-23,d008,Research
253832,Jixiang,Foong,1954-05-04,F,1985-04-24,d005,Development
253832,Jixiang,Foong,1954-05-04,F,1985-04-24,d008,Research
253847,Xiaobin,Suermann,1954-01-31,F,1988-05-25,d005,Development
253848,Seongbae,Einsfeld,1954-08-15,M,1985-11-05,d007,Sales
253851,Piyush,Smailagic,1954-11-26,M,1986-01-13,d001,Marketing
253851,Piyush,Smailagic,1954-11-26,M,1986-01-13,d007,Sales
253865,Fox,Hedayat,1955-03-04,M,1985-04-05,d006,Quality Management
253866,Reinhard,Reinhart,1952-11-26,M,1988-04-06,d005,Development
253869,Joydip,Schmiedel,1953-05-14,F,1986-04-30,d008,Research
253896,Mayuri,Akiyama,1955-09-11,F,1987-01-10,d008,Research
253911,Sumant,Siepmann,1955-03-31,M,1986-04-02,d004,Production
253911,Sumant,Siepmann,1955-03-31,M,1986-04-02,d009,Customer Service
253914,Syozo,DeMori,1952-03-23,F,1986-07-27,d005,Development
253917,Sachin,Gaughan,1954-06-14,M,1986-04-27,d005,Development
253928,Abdulla,Oberman,1953-02-02,M,1985-03-03,d004,Production
253930,KayLiang,Moffat,1954-10-01,F,1985-04-14,d005,Development
253977,Tonny,Usdin,1952-12-08,F,1988-05-25,d004,Production
254003,Alenka,Haumacher,1955-09-13,F,1987-04-12,d007,Sales
254013,Luise,Luff,1954-06-07,M,1985-09-28,d002,Finance
254016,Danel,Bierman,1954-03-18,M,1985-11-25,d005,Development
254016,Danel,Bierman,1954-03-18,M,1985-11-25,d008,Research
254024,Richard,Ernst,1952-09-03,F,1987-05-02,d007,Sales
254043,Saddek,Peng,1953-09-11,M,1985-02-26,d009,Customer Service
254053,Heeju,Benantar,1953-12-26,M,1987-11-14,d005,Development
254065,Kazunori,Azadmanesh,1954-10-20,M,1987-09-30,d005,Development
254069,Uli,Nishimukai,1953-03-27,M,1986-02-20,d005,Development
254075,Kazuyasu,Soicher,1954-12-24,M,1985-06-17,d002,Finance
254079,Iara,Iacovou,1954-09-09,M,1985-10-20,d005,Development
254084,Visit,Fiebach,1954-12-15,F,1988-12-21,d005,Development
254091,Alejandra,Jiang,1953-06-11,M,1986-12-16,d008,Research
254097,Seongbae,Ibel,1952-04-30,M,1985-04-06,d005,Development
254117,Leen,Andreotta,1954-04-21,M,1987-07-30,d005,Development
254127,Arfst,Shumilov,1954-12-27,M,1986-04-03,d003,Human Resources
254138,Yechiam,Gammage,1954-06-09,M,1988-11-08,d004,Production
254141,Tran,Tramer,1952-03-24,M,1986-08-17,d001,Marketing
254167,Xianlong,Tibblin,1955-08-31,F,1988-08-02,d002,Finance
254188,Larisa,Peltason,1955-12-24,F,1987-08-21,d004,Production
254190,Baruch,Murrill,1952-02-06,M,1985-04-05,d003,Human Resources
254203,Rutger,Milicic,1954-07-17,F,1986-08-14,d007,Sales
254206,Tamiya,Asmuth,1953-09-12,M,1986-01-07,d007,Sales
254206,Tamiya,Asmuth,1953-09-12,M,1986-01-07,d009,Customer Service
254212,Mayuri,Leijenhorst,1954-12-06,M,1986-03-27,d005,Development
254223,Geraldo,Vieth,1952-04-11,F,1987-02-06,d007,Sales
254236,Ung,Zastre,1953-02-10,F,1987-11-16,d005,Development
254237,Keung,Slaats,1953-08-07,M,1988-11-29,d001,Marketing
254241,Anneli,Wursthorn,1952-04-24,M,1987-11-08,d005,Development
254245,Kshitij,Puppo,1952-06-07,M,1987-11-06,d004,Production
254247,Van,Furudate,1954-05-10,M,1986-09-21,d007,Sales
254270,Pohua,Hiraishi,1953-08-23,M,1988-04-10,d008,Research
254290,Yechezkel,Doering,1954-07-25,M,1987-06-10,d003,Human Resources
254292,Pranas,Eppinger,1952-09-16,M,1985-08-08,d007,Sales
254293,Stein,Pardalos,1955-06-30,M,1985-07-19,d005,Development
254294,Shridhar,Benzaken,1955-12-17,M,1986-07-03,d005,Development
254325,Khun,Luiz,1953-12-20,F,1986-02-10,d006,Quality Management
254330,Mikhail,Muhling,1953-10-27,M,1987-01-23,d008,Research
254343,Masamitsu,Lenart,1954-09-02,M,1986-09-02,d004,Production
254343,Masamitsu,Lenart,1954-09-02,M,1986-09-02,d006,Quality Management
254347,Zine,Schwaller,1955-01-12,F,1986-05-07,d005,Development
254354,Martins,Angiulli,1955-11-05,F,1986-07-05,d005,Development
254354,Martins,Angiulli,1955-11-05,F,1986-07-05,d006,Quality Management
254366,Brendon,Bazzichi,1954-10-22,M,1986-11-23,d002,Finance
254370,Khedija,Schwartzburd,1954-08-05,F,1987-06-29,d007,Sales
254394,Mingsen,Garnick,1952-07-11,M,1986-10-21,d004,Production
254394,Mingsen,Garnick,1952-07-11,M,1986-10-21,d006,Quality Management
254408,Kiyokazu,Pleszkun,1955-10-12,M,1988-01-15,d007,Sales
254409,Dante,Gide,1954-05-24,F,1986-09-27,d005,Development
254412,Akhilish,Vrecion,1955-07-28,M,1985-08-06,d004,Production
254412,Akhilish,Vrecion,1955-07-28,M,1985-08-06,d009,Customer Service
254417,Yurii,Selvestrel,1953-06-30,F,1986-04-07,d007,Sales
254418,Huican,Luan,1952-08-18,F,1985-10-14,d009,Customer Service
254436,Huai,Bottner,1952-11-19,M,1986-04-09,d009,Customer Service
254444,Ramya,Buchter,1952-03-30,F,1987-01-31,d006,Quality Management
254454,Uinam,Ponthieu,1955-01-08,F,1986-12-05,d007,Sales
254456,Sanjoy,Openshaw,1953-08-22,M,1987-07-09,d005,Development
254459,Mart,Gadepally,1955-11-22,M,1988-12-01,d005,Development
254460,Duke,Poujol,1953-12-06,M,1988-01-06,d007,Sales
254464,Kazuhito,Matteis,1954-01-22,M,1987-02-02,d007,Sales
254467,Shounak,Honiden,1955-01-22,F,1986-06-25,d005,Development
254488,Arvind,Benzaken,1955-10-26,M,1985-08-02,d002,Finance
254490,Dayanand,Ranta,1953-09-06,M,1986-03-14,d004,Production
254490,Dayanand,Ranta,1953-09-06,M,1986-03-14,d006,Quality Management
254499,Hisao,Buescher,1953-01-14,M,1987-10-12,d005,Development
254502,Valeska,Dalphin,1952-11-17,F,1987-12-06,d002,Finance
254516,Aram,Cannata,1953-03-04,F,1987-09-17,d005,Development
254529,Doowon,Terwilliger,1953-01-07,M,1985-09-25,d009,Customer Service
254552,Geoffry,Doering,1954-03-21,F,1985-09-14,d005,Development
254552,Geoffry,Doering,1954-03-21,F,1985-09-14,d008,Research
254563,Boaz,Dulin,1955-10-02,F,1988-06-06,d001,Marketing
254565,Shakhar,Businaro,1953-05-16,F,1987-07-20,d004,Production
254593,Goa,Morrin,1955-06-15,M,1985-12-24,d003,Human Resources
254598,Divier,Joslin,1953-11-29,F,1985-05-03,d002,Finance
254614,Marjo,Plesums,1955-10-11,M,1985-09-30,d009,Customer Service
254625,Stevo,Shrader,1954-03-23,M,1987-07-08,d004,Production
254625,Stevo,Shrader,1954-03-23,M,1987-07-08,d005,Development
254628,Gor,Chiola,1954-11-17,F,1985-06-05,d001,Marketing
254638,Matt,Peres,1953-09-04,M,1987-09-21,d004,Production
254647,Irene,Muntz,1952-06-03,F,1987-12-27,d009,Customer Service
254655,Kazuhiko,Waterhouse,1954-08-13,F,1987-05-18,d003,Human Resources
254663,Bernd,Shackell,1954-11-20,M,1986-12-29,d004,Production
254663,Bernd,Shackell,1954-11-20,M,1986-12-29,d006,Quality Management
254679,Zeljko,Suermann,1954-12-01,M,1988-12-31,d003,Human Resources
254694,Jaques,Chinen,1955-03-30,F,1986-07-21,d002,Finance
254698,Piyawadee,Suri,1953-05-07,F,1988-06-24,d004,Production
254699,Zsolt,Zumaque,1954-11-02,F,1985-09-06,d005,Development
254706,Sedat,Detkin,1953-03-11,M,1985-06-09,d007,Sales
254713,Hinrich,Sevcikova,1955-03-19,M,1987-10-30,d006,Quality Management
254759,Sreekrishna,Talmor,1952-08-06,M,1988-11-24,d004,Production
254767,Khosrow,Merro,1955-05-24,M,1987-04-18,d005,Development
254775,Serenella,Heinisuo,1953-04-04,M,1985-04-20,d003,Human Resources
254779,Ioana,Wrigley,1952-02-28,F,1986-12-21,d008,Research
254788,Jouko,Merlo,1954-10-04,M,1985-04-19,d008,Research
254789,Mechthild,Kropp,1953-05-17,F,1987-02-14,d007,Sales
254798,Takanari,Famili,1952-03-08,M,1987-08-08,d007,Sales
254800,Shaowei,Danley,1952-10-03,F,1987-09-30,d009,Customer Service
254814,Tsz,Worfolk,1952-07-01,M,1986-07-26,d005,Development
254823,Serif,Streit,1952-06-24,M,1986-03-17,d001,Marketing
254823,Serif,Streit,1952-06-24,M,1986-03-17,d007,Sales
254838,Nevio,Schaft,1952-09-30,F,1985-08-24,d001,Marketing
254851,Huiqun,Randi,1952-05-08,F,1988-05-24,d005,Development
254861,Alejandro,Yamaashi,1953-07-30,F,1985-02-12,d005,Development
254861,Alejandro,Yamaashi,1953-07-30,F,1985-02-12,d006,Quality Management
254863,Bluma,Calkin,1953-07-28,M,1986-08-03,d004,Production
254868,Mohammad,Bakhtari,1954-03-11,F,1985-11-19,d005,Development
254871,Sverrir,Thiran,1952-05-13,M,1987-04-23,d004,Production
254871,Sverrir,Thiran,1952-05-13,M,1987-04-23,d006,Quality Management
254880,Tran,Rassart,1955-11-18,M,1986-12-23,d001,Marketing
254882,Arunas,Bondorf,1955-10-06,M,1987-10-10,d007,Sales
254883,Boalin,Brattka,1953-03-30,F,1986-04-12,d003,Human Resources
254892,Cheong,Milicia,1955-07-22,F,1986-11-08,d004,Production
254902,Etsuo,Sifakis,1952-08-06,F,1987-04-14,d005,Development
254904,Jayesh,Montresor,1952-12-13,M,1986-12-19,d002,Finance
254906,Jessie,Baalen,1955-05-02,F,1988-05-18,d005,Development
254907,Zhensheng,Boyle,1952-05-02,F,1987-10-15,d001,Marketing
254907,Zhensheng,Boyle,1952-05-02,F,1987-10-15,d007,Sales
254923,Doowon,Collavizza,1954-05-10,F,1985-08-25,d004,Production
254925,Sukumar,Kobara,1954-02-08,M,1985-04-11,d007,Sales
254925,Sukumar,Kobara,1954-02-08,M,1985-04-11,d009,Customer Service
254932,Masato,Cannard,1955-07-29,M,1986-11-04,d002,Finance
254950,Sachar,Moffat,1955-12-04,M,1988-05-03,d005,Development
254957,Val,Lores,1954-10-07,F,1985-09-07,d005,Development
254959,Sukumar,Kitai,1952-08-10,F,1988-05-21,d006,Quality Management
254963,Neven,Bharadwaj,1954-07-31,F,1987-05-10,d006,Quality Management
254965,Ramya,England,1953-11-25,F,1985-02-07,d005,Development
254965,Ramya,England,1953-11-25,F,1985-02-07,d008,Research
254985,Maha,Casperson,1955-11-17,M,1985-06-24,d005,Development
255004,Selwyn,Coorg,1955-11-17,F,1987-02-19,d005,Development
255007,Vesna,Radhakrishnan,1954-08-14,M,1986-05-15,d005,Development
255010,Taiji,Denis,1955-05-11,F,1985-02-25,d005,Development
255011,Howell,Gips,1952-05-14,F,1985-08-14,d004,Production
255011,Howell,Gips,1952-05-14,F,1985-08-14,d005,Development
255012,Eberhardt,Gischer,1952-02-08,F,1987-01-31,d009,Customer Service
255018,Chiradeep,Matzke,1954-08-23,M,1987-08-29,d006,Quality Management
255030,Genevieve,Kadhim,1954-04-05,M,1986-04-23,d004,Production
255030,Genevieve,Kadhim,1954-04-05,M,1986-04-23,d008,Research
255044,Kwee,Conry,1952-02-16,M,1988-10-21,d007,Sales
255053,Urs,Bolsens,1953-02-20,M,1987-01-12,d005,Development
255055,Masato,Oxman,1954-05-24,M,1987-08-22,d004,Production
255057,Ramya,Angel,1953-11-01,M,1988-01-23,d005,Development
255059,Tse,Kawashima,1955-04-30,F,1985-10-21,d005,Development
255059,Tse,Kawashima,1955-04-30,F,1985-10-21,d008,Research
255092,Jenwei,Sinicrope,1955-02-28,M,1987-01-08,d008,Research
255115,DAIDA,Gulla,1955-09-16,M,1987-01-31,d009,Customer Service
255132,Yifei,Turnbull,1955-09-05,M,1985-02-23,d003,Human Resources
255143,Jessie,Bierman,1953-02-24,F,1985-07-23,d007,Sales
255144,Pranjal,Perelgut,1953-12-18,F,1986-07-21,d005,Development
255151,Rasiah,Reghbati,1953-06-16,M,1985-02-19,d007,Sales
255154,Susanna,Androutsos,1953-01-14,F,1987-01-07,d004,Production
255156,Constantino,Barvinok,1953-07-03,M,1986-03-14,d004,Production
255157,Saeed,Zlotek,1954-07-21,M,1985-12-10,d005,Development
255168,Ziva,Ananiadou,1953-04-03,M,1986-10-09,d007,Sales
255171,Chriss,Gist,1953-10-21,F,1986-08-31,d001,Marketing
255177,Valeri,Baca,1955-06-28,F,1985-10-13,d004,Production
255220,Kwangsub,Renear,1952-05-12,M,1985-03-16,d002,Finance
255220,Kwangsub,Renear,1952-05-12,M,1985-03-16,d003,Human Resources
255225,Jiang,Irland,1953-02-20,M,1985-03-27,d001,Marketing
255242,Doowon,Pelz,1952-06-21,M,1988-11-21,d006,Quality Management
255247,Taisook,Seghrouchni,1955-03-30,M,1988-09-28,d001,Marketing
255247,Taisook,Seghrouchni,1955-03-30,M,1988-09-28,d007,Sales
255248,Rosita,Pellegrinelli,1955-08-30,M,1985-03-04,d005,Development
255282,Sumant,Aamodt,1952-10-01,F,1988-08-09,d004,Production
255291,Vesna,England,1954-03-02,M,1986-06-14,d004,Production
255308,Francesca,Gronowski,1953-10-12,F,1988-09-17,d007,Sales
255313,Leucio,Suri,1954-05-08,F,1988-03-29,d008,Research
255318,Uma,Thimonier,1952-03-08,M,1985-06-29,d007,Sales
255318,Uma,Thimonier,1952-03-08,M,1985-06-29,d009,Customer Service
255332,Bezalel,Maksimenko,1953-05-06,F,1988-06-28,d002,Finance
255338,Fei,Veeraraghavan,1954-07-23,F,1985-12-28,d006,Quality Management
255339,Leni,Hitomi,1952-02-18,M,1988-11-19,d004,Production
255357,Siddarth,Clouatre,1953-03-07,M,1986-07-22,d007,Sales
255357,Siddarth,Clouatre,1953-03-07,M,1986-07-22,d009,Customer Service
255361,Aamer,Spell,1955-04-23,F,1986-09-19,d005,Development
255397,Augustine,Guenter,1952-10-11,M,1988-02-07,d005,Development
255400,Alair,Yetto,1953-01-16,M,1985-02-13,d004,Production
255403,Yuqun,Goldhammer,1954-08-14,M,1988-02-21,d007,Sales
255407,Brewster,Strehl,1953-10-29,M,1988-10-22,d005,Development
255424,Vishwani,Jenevein,1954-07-25,F,1986-10-28,d005,Development
255432,Niranjan,Rajaraman,1954-07-27,M,1988-12-15,d004,Production
255456,Aleksandar,Tibblin,1953-05-19,F,1985-03-13,d007,Sales
255464,Visit,Kragelund,1952-07-06,F,1986-02-12,d005,Development
255467,Hugh,Geffroy,1953-09-23,F,1986-11-26,d001,Marketing
255499,Dannz,Engelmann,1952-07-04,M,1986-07-02,d007,Sales
255517,Niranjan,Schade,1955-03-21,F,1986-01-16,d007,Sales
255534,Kauko,Ananiadou,1955-06-16,F,1985-08-08,d003,Human Resources
255535,Visit,Panwar,1955-05-31,F,1988-06-16,d004,Production
255535,Visit,Panwar,1955-05-31,F,1988-06-16,d006,Quality Management
255546,Froduald,Kroll,1955-03-28,F,1985-08-10,d002,Finance
255556,Hironoby,Kavanagh,1952-11-11,M,1985-02-17,d005,Development
255556,Hironoby,Kavanagh,1952-11-11,M,1985-02-17,d009,Customer Service
255579,Baoqiu,Birta,1953-09-17,M,1988-11-15,d004,Production
255598,Bernardo,Bugaenko,1954-10-27,F,1988-09-18,d004,Production
255610,Abdulah,Paciorek,1952-07-29,M,1988-11-20,d004,Production
255611,Hideyuki,Pell,1954-08-05,F,1986-12-29,d004,Production
255611,Hideyuki,Pell,1954-08-05,F,1986-12-29,d006,Quality Management
255612,Kotesh,Bisiani,1953-11-06,F,1988-01-10,d008,Research
255620,Mani,Tiemann,1955-07-20,M,1987-01-12,d007,Sales
255630,Kensei,Takkinen,1953-09-17,M,1988-10-12,d001,Marketing
255636,Itzchak,Docker,1954-11-26,F,1985-05-10,d008,Research
255641,Randy,Bahi,1953-05-08,M,1987-05-20,d004,Production
255647,Akemi,Smailagic,1955-09-23,F,1987-03-20,d004,Production
255668,Lokesh,Pashtan,1953-04-11,F,1986-04-17,d008,Research
255673,Yinlin,Crooks,1955-09-02,M,1986-07-11,d004,Production
255679,Lansing,Garnick,1954-03-15,M,1986-07-12,d007,Sales
255686,Clyde,Peral,1952-10-18,F,1987-07-19,d004,Production
255711,Duangkaew,Erie,1953-04-15,M,1985-04-11,d004,Production
255715,Weicheng,Molberg,1953-02-28,F,1986-01-25,d002,Finance
255717,Hein,Walstra,1955-01-24,F,1988-12-08,d007,Sales
255741,Jacopo,Terwilliger,1954-09-19,F,1988-09-01,d009,Customer Service
255768,Yuuichi,Plavsic,1954-09-26,M,1986-02-10,d007,Sales
255773,Ingemar,Emden,1954-03-03,F,1985-11-30,d001,Marketing
255773,Ingemar,Emden,1954-03-03,F,1985-11-30,d007,Sales
255774,Taiji,Lagarias,1955-07-19,F,1988-03-05,d004,Production
255778,Manton,Rodier,1955-04-10,M,1987-09-15,d005,Development
255795,Sashi,Godskesen,1952-10-28,F,1986-10-20,d005,Development
255807,Mingzeng,Kleiser,1954-10-17,M,1988-02-10,d003,Human Resources
255828,Akemi,Kilgore,1955-06-09,F,1985-08-25,d005,Development
255834,Brendon,Biros,1953-10-03,F,1985-12-01,d005,Development
255834,Brendon,Biros,1953-10-03,F,1985-12-01,d008,Research
255836,Pranjal,Nollmann,1955-08-10,M,1987-03-27,d005,Development
255837,Shigeo,Neimat,1955-06-04,M,1985-04-29,d005,Development
255858,Monique,Marzano,1955-04-22,M,1987-03-20,d007,Sales
255877,Shao,Spinelli,1952-07-11,M,1985-06-29,d004,Production
255893,Jordanka,Showalter,1954-02-10,F,1988-05-06,d005,Development
255894,Nimmagadda,Stemann,1954-04-10,M,1985-03-09,d008,Research
255895,Moto,Hennebert,1954-12-28,M,1986-06-06,d004,Production
255902,Elvia,Businaro,1955-12-07,F,1985-12-16,d005,Development
255908,Ashish,Farris,1954-03-25,M,1985-02-14,d005,Development
255911,Bingning,Gladwell,1952-03-12,M,1986-07-15,d004,Production
255913,Ibibia,Hofman,1954-10-16,F,1988-07-06,d004,Production
255913,Ibibia,Hofman,1954-10-16,F,1988-07-06,d006,Quality Management
255914,Vivian,Hutton,1955-07-28,M,1986-01-15,d001,Marketing
255925,Gaetan,Berztiss,1954-10-13,M,1988-06-20,d004,Production
255928,Tiina,Czaja,1954-08-16,M,1988-03-07,d005,Development
255933,Cheong,Swen,1954-09-21,M,1985-11-30,d008,Research
255934,Mantis,Fabrizio,1952-12-06,M,1988-12-02,d007,Sales
255943,Gao,Cummings,1952-12-22,M,1986-11-28,d005,Development
255961,Harngdar,Kopetz,1952-08-21,M,1985-03-30,d007,Sales
255962,Selwyn,Malabarba,1953-08-22,F,1988-10-28,d005,Development
255965,Kolar,Cooke,1953-08-18,F,1985-11-20,d004,Production
255966,Shay,McFarlin,1952-05-29,M,1986-06-09,d009,Customer Service
255971,Xianlong,Beilner,1953-12-28,M,1988-08-12,d007,Sales
255984,Stein,Kulisch,1952-06-06,M,1986-06-11,d004,Production
255989,Srinidhi,Couchot,1955-05-07,M,1985-05-22,d005,Development
255991,Sashi,Boreale,1953-02-13,M,1988-11-05,d004,Production
255997,Ugo,Cincotta,1955-09-24,F,1988-01-22,d005,Development
256001,Achilleas,Luby,1953-02-10,F,1986-03-21,d008,Research
256013,Visit,Nitto,1955-07-18,F,1985-05-29,d002,Finance
256028,Barna,Mandell,1952-11-15,M,1988-02-27,d005,Development
256041,Yishay,Tomescu,1955-07-25,M,1987-12-05,d004,Production
256057,Shem,Khamsi,1954-09-14,M,1986-05-19,d007,Sales
256061,Shiv,Karner,1952-05-25,M,1986-07-08,d007,Sales
256099,Kersti,Alencar,1955-05-21,F,1987-12-19,d005,Development
256113,Snehasis,Vecchio,1954-08-09,M,1986-01-27,d005,Development
256116,Erzsebet,Walstra,1952-04-02,M,1987-12-26,d004,Production
256121,Katsuyuki,Pollacia,1953-01-08,M,1985-06-25,d008,Research
256137,Beshir,Kamble,1955-03-21,M,1987-08-12,d001,Marketing
256149,Tonia,Hiltgen,1955-03-04,M,1987-01-09,d001,Marketing
256149,Tonia,Hiltgen,1955-03-04,M,1987-01-09,d007,Sales
256163,Lakshmi,Mamelak,1952-10-30,F,1985-04-11,d008,Research
