emp_no,first_name,last_name,dept_name,title
209724,Xianlong,Viele,Finance,Senior Staff
209751,Cristinel,Rosch,Production,Senior Engineer
209752,Amabile,Gulak,Sales,Senior Staff
209771,Vitali,Muniz,Sales,Senior Staff
209773,Jaques,Vendrig,Production,Senior Engineer
209777,Ravishankar,Condotta,Quality Management,Engineer
209778,Przemyslawa,Walstra,Sales,Senior Staff
209791,Mabhin,Garnham,Sales,Senior Staff
209937,Erez,Bage,Development,Senior Engineer
209792,Yoshinari,Bernick,Development,Senior Engineer
209799,Honesty,Caine,Customer Service,Senior Staff
209949,Wanqing,Kornyak,Production,Senior Staff
209808,Reinhold,Calkin,Development,Senior Engineer
209959,Zongyan,Markovitch,Customer Service,Engineer
209811,Gao,Turnbull,Production,Senior Engineer
209997,Nevin,Servi,Production,Senior Engineer
209817,Arunas,Vecchi,Production,Senior Engineer
209828,Vatsa,Brender,Development,Engineer
210010,Youssef,Linnainmaa,Development,Engineer
209829,Froduald,Rosca,Sales,Staff
210033,Chanjung,Ghandeharizadeh,Development,Senior Engineer
209832,Tru,Holburn,Human Resources,Senior Staff
209834,Nitsan,Alvarado,Development,Senior Engineer
210042,Alejandra,Hitomi,Sales,Senior Staff
210044,Ymte,Bergere,Sales,Senior Staff
210067,Mark,Bresenham,Development,Technique Leader
209860,Perla,Engberts,Development,Technique Leader
210075,Kazuhiko,Pellegrinelli,Production,Senior Engineer
209872,Breannda,Kaiser,Sales,Senior Staff
210079,Junsik,Gustavson,Quality Management,Technique Leader
210080,Premal,Perl,Sales,Staff
209877,Kristian,Dredge,Research,Senior Staff
210090,Shigeu,Ladret,Human Resources,Senior Staff
210096,Herbert,Karner,Development,Technique Leader
210097,Hercules,Bernatsky,Development,Senior Engineer
209890,Ronghao,Radivojevic,Customer Service,Staff
210098,Mingzeng,Milicic,Customer Service,Staff
210110,Falguni,Jullig,Development,Senior Engineer
209899,Lucien,Nicolson,Production,Senior Engineer
210114,Phillip,Snedden,Development,Senior Engineer
210116,Marlo,Bolsens,Production,Senior Engineer
209906,Joydip,Fadgyas,Sales,Senior Staff
210126,Goa,Hartvigsen,Production,Senior Engineer
210128,Olivera,Dayana,Sales,Senior Staff
209915,Lillian,Pashtan,Development,Senior Engineer
210129,Aamer,Frijda,Quality Management,Senior Engineer
210135,Karsten,Poulakidas,Production,Senior Engineer
210153,Unal,Lanteri,Development,Senior Staff
210154,Kristine,Salverda,Sales,Senior Staff
210155,Eirik,Koblitz,Sales,Senior Staff
210160,Byong,Trelles,Development,Senior Engineer
210169,Georgi,Schaaf,Development,Senior Engineer
210180,Jianhua,Vural,Production,Engineer
210216,Fumitake,Feldmann,Development,Senior Engineer
210181,Kasturi,Janocha,Development,Senior Engineer
210182,Patricio,Junet,Marketing,Senior Staff
210219,Serif,Encarnacion,Customer Service,Senior Staff
210187,Randi,Rosaz,Production,Senior Engineer
210194,Sanjit,Flowers,Development,Senior Engineer
210230,Chikako,Bage,Development,Engineer
210205,Richard,Cronan,Finance,Senior Staff
210233,Qunsheng,Gornas,Finance,Senior Staff
210206,Bikash,Munck,Research,Senior Staff
210212,Jongsuk,Vitiello,Research,Senior Staff
210368,Jianhao,Peres,Development,Engineer
210245,Alenka,Mungall,Production,Senior Engineer
210246,Pradeep,Gecsei,Development,Engineer
210247,Giao,Sewelson,Development,Engineer
210374,Yuriy,Angot,Development,Senior Engineer
210251,Fay,Frezza,Production,Senior Engineer
210252,Mohammed,Rissanen,Quality Management,Senior Engineer
210386,Chinho,Gustavson,Production,Senior Engineer
210253,Jixiang,Scallan,Research,Senior Engineer
210387,Elvia,Heuter,Development,Senior Engineer
210411,Lucian,Janetzko,Research,Senior Engineer
210413,Idoia,Uehara,Finance,Senior Staff
210277,Yoshimitsu,Carrere,Development,Senior Engineer
210418,Alejandro,Krogh,Development,Senior Engineer
210431,Giao,Diderrich,Sales,Senior Staff
210281,Slavian,Poupard,Development,Senior Engineer
210284,Vasilis,Kavvadias,Production,Senior Engineer
210434,Subhada,Swist,Production,Senior Engineer
210287,Shushma,Krohm,Production,Engineer
210288,Oscar,DasSarma,Finance,Senior Staff
210437,Aleksandar,Pettis,Research,Senior Staff
210289,Roddy,Benantar,Development,Engineer
210291,Tze,Stenning,Production,Senior Engineer
210301,Karoline,Suri,Sales,Senior Staff
210450,Vitaly,Perfilyeva,Development,Senior Engineer
210473,Aram,Terlouw,Development,Engineer
210477,DeForest,Keirsey,Development,Senior Engineer
210478,Kwangsub,Mitina,Production,Senior Engineer
210480,Aloys,Brendel,Quality Management,Engineer
210482,Chenye,Perfilyeva,Quality Management,Senior Engineer
210484,Masasuke,Gihr,Production,Senior Engineer
210485,Mitchel,Codenie,Sales,Senior Staff
210493,Arie,Lieblein,Production,Senior Engineer
210504,Xuedong,Falck,Customer Service,Senior Staff
210509,Shichao,Braunschweig,Human Resources,Senior Staff
210513,Shen,Heystek,Production,Engineer
210523,Taisook,Sabnani,Development,Senior Engineer
210543,Zhensheng,Terwilliger,Sales,Senior Staff
210545,Vincent,Waymire,Customer Service,Senior Staff
210554,Piyawadee,Beidas,Sales,Senior Staff
210558,Bokyung,Sigstam,Sales,Senior Staff
210563,Remco,Nastansky,Human Resources,Staff
210568,Geraldo,Ertl,Marketing,Staff
210571,Hirochika,Peot,Sales,Senior Staff
210575,Oscar,Lung,Customer Service,Senior Staff
210580,Yahiko,Maliniak,Research,Senior Staff
210590,Uli,Plavsic,Production,Senior Engineer
210611,Soenke,Lupu,Development,Senior Engineer
210618,Shunichi,Wolniewicz,Human Resources,Staff
210620,Anyuan,Bierman,Sales,Staff
210624,Poornachandra,Aloia,Customer Service,Senior Engineer
210638,Xianlong,Bach,Development,Engineer
210644,Hsiangchu,Panangaden,Sales,Senior Staff
210651,Toney,Eiron,Sales,Senior Staff
210655,Naftaly,Gyorkos,Development,Senior Engineer
210664,Reinhard,Garrabrants,Production,Senior Engineer
210665,Billur,Hutton,Quality Management,Senior Engineer
210669,Kersti,Borovoy,Marketing,Senior Staff
210671,Serap,Tsukuda,Development,Senior Staff
210677,Gor,Oehlmann,Sales,Senior Staff
210678,Subbu,Asmuth,Development,Senior Engineer
210682,Bernardo,Jonsson,Development,Senior Engineer
210685,Isamu,Christ,Development,Senior Engineer
210702,Carrsten,Jeong,Production,Technique Leader
210710,Nevio,Farrar,Sales,Senior Staff
210718,Nikolaos,Kalafatis,Development,Senior Engineer
210721,Ayonca,Oppitz,Customer Service,Staff
210723,Aria,Saoudi,Human Resources,Senior Staff
210731,Renee,Benantar,Marketing,Senior Staff
210747,Doohun,Bratten,Sales,Senior Staff
210751,Sanjeeva,Syrotiuk,Sales,Senior Staff
210758,Parviz,Chinen,Production,Senior Engineer
210764,Eberhardt,Fujisaki,Sales,Senior Staff
210765,Yuguang,Leppanen,Customer Service,Staff
210772,Kotesh,Penttonen,Development,Engineer
210778,Kaijung,Tyugu,Production,Senior Engineer
210302,Arun,Norsworthy,Customer Service,Senior Staff
210781,Yongdong,Shigei,Sales,Staff
210315,Zhanqiu,Sabnani,Development,Senior Engineer
210319,Mechthild,Roohalamini,Marketing,Senior Staff
210787,Subhada,Setiz,Development,Technique Leader
210321,Izaskun,Picco,Production,Senior Engineer
210323,Heng,Gluchowski,Development,Senior Engineer
210802,Christoph,Perz,Development,Senior Staff
210330,Bernardo,Andreotta,Development,Senior Engineer
210332,Golgen,Beerel,Research,Staff
210336,Noritoshi,Pero,Production,Engineer
210337,Utz,Rosch,Finance,Senior Staff
210821,Jayesh,Piancastelli,Development,Senior Engineer
210341,Tesuro,Ranon,Finance,Senior Staff
210837,Sailaja,Varman,Customer Service,Senior Staff
210842,Demin,Iwayama,Production,Senior Engineer
210876,Wayne,Yamaashi,Research,Senior Staff
210931,Fumitake,Slutz,Human Resources,Senior Staff
210935,JoAnna,Prochazka,Development,Senior Engineer
210940,Pasqua,Akaboshi,Customer Service,Senior Staff
210888,Hidekazu,Argence,Human Resources,Senior Staff
210975,Erzsebet,Marzano,Development,Senior Engineer
210889,Kiyokazu,Schmittgen,Research,Senior Staff
210976,Khue,Kinley,Marketing,Senior Staff
210891,Mahmut,Ranze,Quality Management,Senior Engineer
210984,Toshiki,Angel,Quality Management,Senior Engineer
210985,Reinhard,Bauknecht,Sales,Senior Staff
210897,Turgut,Snyers,Customer Service,Senior Staff
210911,Taisook,Diderrich,Production,Senior Engineer
211008,Ziva,Vecchi,Sales,Staff
211009,Unal,Barriga,Marketing,Senior Staff
210915,Mong,Velasco,Development,Senior Engineer
211098,Thanasis,Benaini,Quality Management,Technique Leader
211040,Jaihie,Nitsch,Sales,Senior Staff
211042,Hidekazu,Ertl,Production,Senior Engineer
211047,Fayez,Plotkin,Production,Senior Engineer
211063,Rafols,Mahmud,Sales,Senior Staff
211109,Shaunak,Manderick,Development,Senior Engineer
211208,Radhia,Erie,Development,Senior Engineer
211133,Oscal,Ozery,Production,Senior Engineer
211214,Heeju,Syang,Production,Senior Engineer
211234,Taisook,Rousseau,Marketing,Senior Staff
211148,Valeri,Khamsi,Quality Management,Senior Engineer
211238,Supot,Raney,Production,Assistant Engineer
211250,Paloma,Luca,Development,Senior Engineer
211151,Gaetan,Hertweck,Development,Engineer
211157,Deniz,Levasseur,Production,Senior Engineer
211163,Ranga,Joslin,Sales,Senior Staff
211280,Masato,Rothenberg,Sales,Senior Staff
211170,Sakthirel,Tiemann,Human Resources,Senior Staff
211291,Pohua,Munoz,Production,Senior Staff
211293,Malu,Champarnaud,Quality Management,Senior Engineer
211299,Jaber,Molberg,Development,Senior Engineer
211301,Khalid,Aingworth,Development,Senior Engineer
211304,Bowen,Hainaut,Sales,Staff
211323,Margo,Collavizza,Finance,Senior Staff
211333,Geoffry,Tetzlaff,Sales,Senior Staff
211350,Deborah,Zeilberger,Human Resources,Staff
211361,Garnet,Candan,Sales,Senior Staff
211193,Yannis,Schapiro,Development,Senior Engineer
211376,Sandeepan,Eiter,Marketing,Senior Staff
211389,Feiyu,Muniz,Finance,Senior Staff
211394,Huican,Nicolson,Human Resources,Senior Staff
211492,Arch,Openshaw,Sales,Senior Staff
211398,Vishwani,Thorensen,Development,Senior Engineer
211410,Nevin,Pagter,Production,Senior Engineer
211494,Jasminko,Melichar,Marketing,Senior Staff
211427,Yechiam,Bala,Sales,Senior Staff
211430,Udo,Gyimothy,Sales,Staff
211498,Zsolt,Hambrick,Development,Technique Leader
211433,Fei,Vitiello,Development,Senior Engineer
211507,Yifei,Pelz,Development,Technique Leader
211510,Abdelkader,Demir,Production,Senior Engineer
211517,Rance,Schapiro,Human Resources,Senior Staff
211470,Domenico,Lorcy,Human Resources,Senior Staff
211524,Elgin,Xiaoshan,Human Resources,Senior Staff
211534,Jianhua,Cardazo,Sales,Senior Staff
211488,Zita,Awdeh,Production,Senior Engineer
211541,Perry,Albarhamtoshy,Development,Senior Engineer
211559,Macha,Flowers,Research,Technique Leader
211644,Menkae,Trogemann,Sales,Senior Staff
211568,Maha,Escriba,Finance,Senior Staff
211655,Giap,Aingworth,Research,Senior Engineer
211576,Gilbert,Oaver,Marketing,Staff
211666,Nechama,Dratva,Development,Senior Engineer
211668,Sigeru,Jarecki,Development,Senior Engineer
211584,Sangeeta,Jarecki,Production,Senior Engineer
211680,Teunis,Millington,Marketing,Senior Staff
211589,Temple,Barbanera,Development,Senior Engineer
211688,Hidefumi,Kobuchi,Production,Senior Engineer
211596,Indrajit,Naumovich,Sales,Staff
211698,Giao,Muniz,Production,Senior Engineer
211599,Heekeun,Picaronny,Research,Engineer
211710,Sigeru,Senzako,Production,Engineer
211618,Tetsurou,Rabehasaina,Research,Senior Engineer
211716,Roded,Lores,Human Resources,Senior Staff
211735,Uwe,Busillo,Development,Senior Engineer
211778,Srinidhi,Zallocco,Development,Senior Engineer
211764,Ziyad,Selenyi,Development,Senior Engineer
211768,Aron,Avouris,Research,Staff
211800,Remzi,Melter,Development,Technique Leader
211822,Duangkaew,Ellozy,Development,Engineer
211925,Christophe,Rodiger,Development,Technique Leader
211931,Sailaja,Maksimenko,Finance,Senior Staff
211830,Sandeepan,Grospietsch,Human Resources,Senior Staff
211950,Suzette,Conde,Sales,Senior Staff
211837,Billur,Porotnikoff,Quality Management,Senior Engineer
211963,Giao,Janocha,Development,Senior Engineer
211841,Zongyan,Arlazarov,Development,Senior Engineer
211975,Chaitali,Rosaz,Development,Senior Engineer
211844,Naftali,Heyers,Finance,Senior Staff
211978,Ottavia,Ritcey,Development,Technique Leader
211854,Eishiro,Rosar,Quality Management,Engineer
211984,Nimmagadda,Kalefeld,Customer Service,Staff
211990,Lenore,Farrar,Research,Senior Staff
211859,Gill,Krybus,Production,Engineer
211999,Frederique,Demian,Quality Management,Technique Leader
211872,Hiroyasu,Boudaillier,Customer Service,Senior Staff
212009,Shaowen,Boguraev,Development,Senior Engineer
211875,Venkatesan,Azevdeo,Human Resources,Staff
211897,Perry,Lalonde,Quality Management,Senior Engineer
212040,Bangqing,Lunt,Sales,Senior Staff
212042,Sigeru,Brizzi,Research,Senior Staff
212050,Manton,Rissland,Production,Senior Staff
211901,Oscar,Birjandi,Production,Senior Engineer
212056,Sangeeta,Perna,Production,Senior Engineer
212205,Golgen,Mungall,Development,Engineer
212064,Tayeb,Constantine,Human Resources,Senior Staff
212072,Lorien,Billingsley,Production,Engineer
212210,Lokesh,Vakili,Sales,Senior Staff
212213,Jaideep,Ozery,Finance,Staff
212219,Yahiko,Solovay,Production,Senior Engineer
212094,Alassane,Schmezko,Marketing,Senior Staff
212243,Kwangho,Guenter,Development,Senior Engineer
212102,Shahid,Stranks,Development,Senior Engineer
212112,Radhakrishnan,Fraisse,Customer Service,Senior Staff
212113,Leucio,Miara,Marketing,Senior Staff
212116,Shir,Leivant,Research,Senior Staff
212117,Gill,Hutter,Sales,Senior Staff
212258,Nevin,Menhardt,Production,Technique Leader
212125,Xuedong,Rossi,Production,Senior Engineer
212134,Halsur,Kalloufi,Quality Management,Senior Engineer
212136,IEEE,Muhlberg,Development,Senior Engineer
212259,Vishu,Slaats,Finance,Senior Staff
212139,Nikolaus,Norsworthy,Research,Senior Staff
212141,Slavian,Leijenhorst,Finance,Senior Staff
212260,Hsiangchu,Baek,Production,Senior Engineer
212268,Stamatina,Asser,Development,Senior Engineer
212157,Shrikanth,Binkley,Research,Senior Staff
212291,Persi,Honiden,Development,Senior Engineer
212159,Hinrich,Heyers,Research,Senior Staff
212161,Inderjeet,Lukaszewicz,Production,Senior Engineer
212168,Licheng,Rathonyi,Production,Assistant Engineer
212171,Valdiodio,Greibach,Development,Senior Engineer
212295,Shahid,Lukaszewicz,Development,Senior Engineer
212178,Alagu,Lodder,Sales,Senior Staff
212181,Zhiwei,Sundgren,Customer Service,Senior Staff
212307,Leni,Kirkerud,Marketing,Senior Staff
212191,Narain,Besancenot,Production,Senior Engineer
212193,Kendra,Sadowski,Development,Technique Leader
212346,Arve,Akaboshi,Production,Engineer
212348,Gad,Butterworth,Production,Technique Leader
212355,Ortrun,Lubachevsky,Production,Senior Engineer
212365,Leon,Champarnaud,Sales,Senior Staff
212367,Khatoun,Krider,Development,Senior Engineer
212309,Ayakannu,Steinauer,Marketing,Senior Staff
212333,Parto,Keirsey,Research,Senior Staff
212409,Youpyo,Litzkow,Quality Management,Senior Engineer
212413,Sanjiv,Limongiello,Sales,Staff
212334,Franziska,Bellmore,Quality Management,Senior Engineer
212423,Reinhold,Demke,Sales,Senior Staff
212336,Jacqueline,Litzkow,Research,Senior Staff
212433,Zhensheng,Brodal,Production,Senior Engineer
212338,Kamakshi,Leijenhorst,Research,Senior Staff
212340,Kokou,Erol,Development,Senior Engineer
212441,Masaru,Ouhyoung,Quality Management,Senior Engineer
212521,Duangkaew,Borstler,Production,Senior Staff
212479,Serge,Feldhoffer,Quality Management,Senior Engineer
212482,Lubomir,Angiulli,Sales,Staff
212522,Amabile,Pavlopoulou,Production,Technique Leader
212535,Kiyotoshi,Sevcikova,Production,Senior Engineer
212635,Carrsten,Krichel,Development,Senior Engineer
212643,Tetsurou,Malinowski,Quality Management,Senior Engineer
212565,Dulce,Meriste,Production,Senior Engineer
212644,Garnik,Theuretzbacher,Sales,Staff
212653,Geoffrey,Nyrup,Quality Management,Senior Engineer
212673,Utpal,Mundy,Production,Senior Engineer
212567,Marjo,Veeraraghavan,Development,Senior Engineer
212677,Subbu,Demeyer,Production,Senior Engineer
212591,Sigeru,Ravishankar,Sales,Senior Staff
212687,Tomoyuki,Brlek,Finance,Senior Staff
212692,Abdulah,Pardalos,Development,Senior Engineer
212697,Yongmao,Raney,Development,Assistant Engineer
212699,Aleksander,Bierbaum,Production,Senior Engineer
212602,Tua,Chiodo,Development,Senior Engineer
212706,Fai,Remmers,Development,Senior Engineer
212618,Haldun,Anido,Marketing,Senior Staff
212723,Haldon,Nooteboom,Human Resources,Senior Staff
212726,Frederique,Ramsey,Production,Senior Engineer
212780,Yuchang,Asser,Sales,Staff
212737,Eckart,Mitchem,Sales,Senior Staff
212742,Gal,Melter,Finance,Senior Staff
212750,Sajjan,Bednarek,Development,Senior Engineer
212758,Phule,Stasinski,Production,Senior Engineer
212762,Kauko,Lung,Customer Service,Senior Staff
212765,Marco,Schaar,Research,Senior Staff
212796,Troy,Eiron,Sales,Senior Staff
212799,Abdelkader,Falby,Quality Management,Senior Engineer
212911,Chiranjit,Griswold,Production,Senior Engineer
212800,Lihong,Hardjono,Sales,Senior Staff
212917,Weiye,Cesareni,Development,Senior Engineer
212806,Keiichiro,Papadias,Finance,Senior Staff
212821,Atreye,Vingron,Marketing,Senior Staff
212940,Nahid,Syrzycki,Development,Engineer
212946,Kwun,Eiter,Human Resources,Senior Staff
212950,Udi,Schiettecatte,Development,Engineer
212826,Leucio,Malabarba,Sales,Senior Staff
212830,Dines,Lenart,Development,Senior Engineer
212969,Tzu,Ecklund,Development,Senior Engineer
212854,Pranay,Hennings,Development,Technique Leader
212989,Kasturi,Billawala,Production,Engineer
212992,Xiong,Ferretti,Quality Management,Engineer
212856,Kayoko,Bach,Development,Senior Engineer
212876,Stepehn,Simmel,Research,Senior Staff
213001,Pragnesh,Cummings,Production,Engineer
213006,Gino,Biran,Production,Senior Engineer
213010,Magy,Lupu,Production,Senior Engineer
212880,Sreekrishna,Hofting,Production,Engineer
213024,Dipankar,Levasseur,Production,Senior Engineer
213025,Kinh,Nourani,Customer Service,Senior Staff
212883,Denis,Hedayat,Finance,Senior Staff
213035,Shuichi,Nitsche,Sales,Senior Staff
212893,Perla,Conti,Development,Senior Engineer
213039,Oldrich,Docker,Sales,Senior Staff
213040,Rimon,Coors,Development,Senior Engineer
212902,Shounak,Speckmann,Research,Staff
212905,Zhonghui,McClure,Production,Senior Engineer
212906,Sumant,Menhoudj,Production,Senior Engineer
213059,Mitchel,Seiwald,Sales,Senior Staff
213213,Zongyan,Rodite,Production,Senior Engineer
213061,Zeljko,Leuchs,Human Resources,Senior Staff
213065,Aris,Zweizig,Human Resources,Senior Staff
213066,Udi,Skogmar,Development,Senior Engineer
213069,Sajjad,Mikschl,Finance,Staff
213071,Jacqueline,Demian,Sales,Senior Staff
213073,Huai,Heemskerk,Development,Senior Staff
213083,Wonhee,Nishimukai,Marketing,Senior Staff
213228,Itzchak,Iwayama,Sales,Senior Staff
213090,Aleksandar,Sudkamp,Research,Senior Staff
213096,Mandell,Takanami,Sales,Senior Staff
213101,Sajjad,Benveniste,Production,Senior Staff
213105,Basim,Steenbeek,Production,Senior Engineer
213237,Radhika,Tagansky,Development,Senior Engineer
213243,Shay,Marshall,Development,Senior Engineer
213126,Maia,Kolvik,Sales,Senior Staff
213271,Djenana,Acton,Sales,Senior Staff
213144,Patricio,Luon,Sales,Senior Staff
213155,Mayuri,Kermarrec,Research,Staff
213275,Chenxi,Sankaranarayanan,Development,Senior Staff
213164,Tadahiko,Maccarone,Development,Senior Engineer
213293,Rafols,Streng,Research,Technique Leader
213174,Muneo,Poupard,Production,Senior Engineer
213180,Aiman,Heuser,Production,Senior Engineer
213305,Takahira,Farris,Sales,Staff
213310,Quingbo,Apsitis,Production,Senior Engineer
213312,Aron,McFarlan,Quality Management,Technique Leader
213339,Zhigen,Slobodova,Production,Senior Engineer
213327,Shiv,Alpin,Quality Management,Senior Engineer
213342,Randy,Knightly,Development,Senior Engineer
213353,Diederik,Gecsel,Research,Senior Staff
213357,Collette,Businaro,Production,Engineer
213360,Debaprosad,Antonakopoulos,Production,Senior Engineer
213362,Emdad,Vendrig,Development,Senior Engineer
213387,Jacopo,England,Customer Service,Senior Engineer
213393,Hauke,Rossi,Development,Technique Leader
213480,Dinah,Srimani,Sales,Senior Staff
213401,Branimir,Gulak,Development,Technique Leader
213407,Gino,Mandell,Customer Service,Senior Staff
213426,Demin,Lenart,Customer Service,Senior Staff
213482,Huei,Chaudhury,Finance,Senior Staff
213490,Gino,Bugrara,Development,Engineer
213491,Sashi,Kaiser,Development,Senior Engineer
213455,Chenye,Lorho,Marketing,Senior Staff
213508,Somnath,Binding,Development,Senior Engineer
213513,Bluma,Zyda,Production,Senior Engineer
213525,Kamran,Hellwagner,Sales,Senior Staff
213623,Valeri,Hambrick,Research,Senior Engineer
213526,Fox,Srimani,Marketing,Senior Staff
213631,Yongmin,Beilner,Production,Engineer
213529,Shaibal,Schusler,Production,Senior Engineer
213558,Vidya,Gunderson,Production,Senior Engineer
213647,Douadi,Sethi,Marketing,Senior Staff
213662,Parke,Rosen,Development,Technique Leader
213667,Martina,Birch,Quality Management,Senior Engineer
213670,Fei,Dolinsky,Quality Management,Assistant Engineer
213567,Pasqua,Redmiles,Production,Senior Engineer
213592,Kwok,Schaaf,Quality Management,Engineer
213778,Licheng,Pintelas,Human Resources,Senior Staff
213734,Boaz,Sessa,Development,Senior Staff
213736,Selwyn,Reistad,Development,Engineer
213756,Jaideep,Awdeh,Research,Senior Staff
213760,Moni,Greibach,Production,Senior Engineer
213779,Shooichi,Improta,Finance,Staff
213784,Premsyl,Takanami,Research,Senior Staff
213906,Sven,Gerteisen,Marketing,Senior Staff
213786,Adas,Deyuan,Sales,Senior Staff
213798,Dzung,Randt,Production,Senior Engineer
213801,Aruna,Alameldin,Sales,Senior Staff
213935,Rosita,Kaminger,Development,Technique Leader
213810,Chuanti,Sommen,Research,Senior Staff
213944,Goetz,Bondorf,Sales,Staff
213823,Shih,Lorho,Production,Senior Engineer
213955,Gianluca,Shackel,Finance,Senior Staff
213961,Jaideep,Weedon,Production,Senior Engineer
213962,Pranjal,Rahier,Sales,Senior Staff
213826,Subhash,Chenoweth,Production,Engineer
213964,Shawna,Limongiello,Sales,Senior Staff
213965,Ramalingam,Denny,Human Resources,Senior Staff
213966,Mayumi,Schade,Development,Senior Engineer
213834,Shuji,Impagliazzo,Sales,Senior Staff
213976,Leah,Sidou,Production,Senior Engineer
213978,Jaewon,Eterovic,Development,Senior Engineer
213839,Danny,Kakkar,Sales,Senior Staff
213981,Kazuyasu,Melski,Sales,Staff
213843,Chaoyi,Plump,Sales,Senior Staff
213991,Miyeon,Erbe,Marketing,Senior Staff
213997,Kerhong,Lambe,Development,Senior Engineer
213849,Annemarie,Gilg,Development,Senior Engineer
214008,Zhigen,Thimonier,Production,Technique Leader
213851,Vivian,Fairtlough,Development,Senior Engineer
214010,Steen,Melski,Production,Senior Engineer
213863,Nimmagadda,Saoudi,Production,Senior Engineer
214024,Zhilian,Kroll,Production,Senior Engineer
213864,Marl,Isard,Sales,Senior Staff
213867,Leni,Thimonier,Human Resources,Senior Staff
213904,Mari,Kropatsch,Research,Senior Staff
214059,Shahar,McFarlin,Production,Technique Leader
214071,Jordanka,Goldhammer,Production,Senior Engineer
214078,Surveyors,Merli,Marketing,Senior Staff
214090,Tsvetan,Janocha,Human Resources,Senior Staff
214097,Hideyuki,Kroon,Finance,Senior Staff
214033,Genevieve,Junet,Marketing,Senior Staff
214099,Holgard,Prenel,Development,Senior Engineer
214108,Chiradeep,Ellozy,Finance,Senior Staff
214121,Saddek,Luks,Production,Senior Engineer
214144,Duke,Oppitz,Production,Engineer
214204,Alexius,Glowinski,Sales,Senior Staff
214145,Steen,Ravishankar,Human Resources,Senior Staff
214211,Miomir,Peres,Development,Senior Engineer
214161,Tsz,Strehl,Human Resources,Senior Staff
214216,Stabislas,Billawala,Development,Senior Engineer
214166,Goncalo,Worfolk,Production,Senior Engineer
214241,Toshimo,Strandh,Production,Senior Engineer
214167,Zvonko,Reinhart,Human Resources,Senior Staff
214171,Sergi,Saoudi,Production,Engineer
214252,Katsuo,Granlund,Sales,Senior Staff
214183,Nathalie,Parfitt,Sales,Senior Staff
214261,Terresa,Munch,Research,Senior Engineer
214189,Panayotis,Junot,Production,Senior Engineer
214357,Uno,Coney,Production,Senior Engineer
214302,Xiadong,Siegrist,Quality Management,Technique Leader
214307,Adam,Lamma,Development,Senior Engineer
214311,Bodh,Potthoff,Research,Senior Staff
214317,Thodoros,Kugler,Research,Staff
214358,Ravishankar,Pileggi,Human Resources,Senior Staff
214364,Kwangho,Siksek,Marketing,Staff
214327,Jaewoo,Solares,Customer Service,Senior Staff
214376,Jingling,Krogh,Development,Engineer
214385,Mechthild,Yemenis,Research,Senior Staff
214394,Faiza,DeMori,Finance,Senior Staff
214491,Ulf,Cromarty,Production,Senior Engineer
214496,Gunilla,Halevi,Marketing,Staff
214401,Jiakeng,Sanella,Production,Senior Staff
214506,Vishv,Fortenbacher,Production,Senior Engineer
214508,Arvin,Limongiello,Development,Senior Engineer
214511,Masaki,Marquardt,Development,Senior Engineer
214522,Otmar,Flanders,Development,Senior Engineer
214535,Sampalli,Demir,Production,Senior Engineer
214540,Boaz,Butner,Sales,Senior Staff
214556,Yinghua,Tagansky,Customer Service,Senior Staff
214560,Pradeep,Erez,Marketing,Senior Staff
214563,Basil,Ramras,Development,Senior Engineer
214414,Xuedong,Koyama,Development,Senior Engineer
214591,Mohua,Luders,Marketing,Staff
214430,Kirk,Hofman,Production,Senior Engineer
214605,Mario,Rosenbaum,Production,Senior Engineer
214616,Phillip,Paciorek,Development,Engineer
214436,Ashish,Panangaden,Sales,Staff
214441,Padma,Sgarro,Marketing,Senior Staff
214445,Shaw,Decleir,Development,Engineer
214446,Barry,Mersereau,Production,Assistant Engineer
214622,Shaw,Peha,Sales,Staff
214448,Gay,Baby,Development,Senior Engineer
214451,Tristan,Scallan,Research,Senior Staff
214765,Jongsuk,Keustermans,Research,Senior Staff
214657,Yurii,Papsdorf,Quality Management,Senior Engineer
214663,Bangqing,Baez,Development,Senior Engineer
214665,Mana,Eickenmeyer,Development,Assistant Engineer
214674,Zissis,Saoudi,Finance,Senior Staff
214768,Yakichi,Guardalben,Quality Management,Engineer
214681,Edwin,Dulli,Production,Engineer
214682,Jaroslava,Neimat,Sales,Senior Staff
214779,Denis,Nitsche,Research,Senior Staff
214693,Garnet,Kuzuoka,Development,Senior Engineer
214785,Arif,Sigstam,Research,Senior Engineer
214706,Marlo,Kitai,Sales,Senior Staff
214788,Sadun,Zschoche,Development,Senior Engineer
214716,Hironobu,Makrucki,Sales,Senior Staff
214791,Mana,Ligten,Development,Senior Engineer
214719,Tristan,Skrikant,Production,Senior Engineer
214794,Val,Ibel,Sales,Senior Staff
214727,Berthier,Koprowski,Production,Senior Engineer
214796,Leah,Cronau,Sales,Senior Staff
214738,Caolyn,Cunliffe,Development,Senior Engineer
214811,Serap,Kalloufi,Production,Senior Engineer
214741,Xiahua,Piazza,Development,Senior Engineer
214746,Mohan,Ishibashi,Research,Senior Staff
214753,Stafford,dAstous,Development,Senior Engineer
214758,Remmert,Bruckman,Quality Management,Senior Engineer
214812,Marl,Nannarelli,Human Resources,Staff
214823,Aleksandar,Azulay,Development,Senior Engineer
214826,Susuma,Merey,Production,Senior Engineer
214858,Yongdong,Kushner,Development,Senior Engineer
